transaction_id,timestamp,user_id,device_id,card_id,amount,billing_country,ip_country,merchant_category,is_fraud
txn_00006509,2026-01-12 16:55:10+00:00,usr_000797,dev_000797_0,card_000797,233.18,IN,IN,fuel,0
txn_00006510,2026-01-12 16:59:14+00:00,usr_001686,dev_001686_0,card_001686,635.34,DE,DE,travel,0
txn_00006511,2026-01-12 17:00:18+00:00,usr_002643,dev_002643_0,card_002643,1867.42,IN,IN,restaurant,0
txn_00006512,2026-01-12 17:00:28+00:00,usr_003601,dev_003601_0,card_003601,1717.61,IN,IN,restaurant,0
txn_00006513,2026-01-12 17:02:12+00:00,usr_002672,dev_002672_0,card_002672,1451.24,IN,IN,grocery,0
txn_00006514,2026-01-12 17:02:55+00:00,usr_000409,dev_000409_0,card_000409,828.48,IN,IN,restaurant,0
txn_00006515,2026-01-12 17:04:18+00:00,usr_001242,dev_001242_0,card_001242,1497.77,US,US,retail,0
txn_00006516,2026-01-12 17:06:16+00:00,usr_000660,dev_000660_0,card_000660,2920.53,US,US,restaurant,0
txn_00006523,2026-01-12 17:06:31+00:00,usr_003795,dev_001270_0,card_001270,3110.36,IN,IN,grocery,0
txn_00006517,2026-01-12 17:13:16+00:00,usr_000158,dev_000158_0,card_000158,496.7,IN,IN,retail,0
txn_00006524,2026-01-12 17:16:16+00:00,usr_001532,dev_001270_0,card_001270,947.4,GB,GB,grocery,0
txn_00006518,2026-01-12 17:16:52+00:00,usr_003651,dev_003651_0,card_003651,1159.94,US,US,grocery,0
txn_00006519,2026-01-12 17:17:33+00:00,usr_002455,dev_002455_0,card_002455,1580.92,IN,IN,utilities,0
txn_00006520,2026-01-12 17:19:01+00:00,usr_000031,dev_000031_0,card_000031,1170.75,AE,AE,retail,0
txn_00006525,2026-01-12 17:20:06+00:00,usr_004034,dev_001270_0,card_001270,1087.32,CA,CA,restaurant,0
txn_00006521,2026-01-12 17:21:25+00:00,usr_002813,dev_002813_0,card_002813,653.96,AE,AE,travel,0
txn_00006522,2026-01-12 17:22:11+00:00,usr_000099,dev_000099_0,card_000099,1694.47,IN,IN,grocery,0
txn_00006526,2026-01-12 17:24:23+00:00,usr_001532,dev_001270_0,card_001270,1308.12,GB,GB,travel,0
txn_00006527,2026-01-12 17:27:40+00:00,usr_001402,dev_001270_0,card_001270,400.61,CA,CA,grocery,0
txn_00006528,2026-01-12 17:29:07+00:00,usr_000523,dev_001270_0,card_001270,3231.39,IN,IN,grocery,0
txn_00006529,2026-01-12 17:36:40+00:00,usr_002405,dev_001270_0,card_001270,8279.93,SG,SG,restaurant,0
txn_00006530,2026-01-12 17:37:20+00:00,usr_002517,dev_001270_0,card_001270,5591.92,IN,IN,restaurant,0
txn_00006531,2026-01-12 17:42:17+00:00,usr_003442,dev_001270_0,card_001270,1816.44,IN,IN,restaurant,0
txn_00006532,2026-01-12 17:43:14+00:00,usr_001270,dev_001270_0,card_001270,2593.97,SG,CA,restaurant,0
txn_00006533,2026-01-12 17:44:19+00:00,usr_001270,dev_001270_0,card_001270,2068.85,SG,SG,retail,0
txn_00006534,2026-01-12 17:45:36+00:00,usr_000363,dev_000363_0,card_000363,826.66,IN,IN,digital_goods,0
txn_00006535,2026-01-12 17:45:40+00:00,usr_000011,dev_000011_0,card_000011,460.84,IN,IN,utilities,0
txn_00006536,2026-01-12 17:51:50+00:00,usr_001497,dev_001497_0,card_001497,1543.3,IN,IN,travel,0
txn_00006537,2026-01-12 17:58:56+00:00,usr_001908,dev_001908_0,card_001908,1694.65,GB,GB,digital_goods,0
txn_00006538,2026-01-12 18:00:28+00:00,usr_003241,dev_003241_0,card_003241,411.53,DE,DE,restaurant,0
txn_00006539,2026-01-12 18:02:32+00:00,usr_001762,dev_001762_0,card_001762,772.18,GB,GB,retail,0
txn_00006540,2026-01-12 18:02:35+00:00,usr_000635,dev_000635_0,card_000635,7807.41,IN,AE,fuel,0
txn_00006541,2026-01-12 18:04:53+00:00,usr_001043,dev_001043_0,card_001043,5219.46,IN,IN,retail,0
txn_00006542,2026-01-12 18:07:42+00:00,usr_002619,dev_002619_0,card_002619,4191.34,IN,IN,electronics,0
txn_00006543,2026-01-12 18:08:00+00:00,usr_001599,dev_001599_0,card_001599,576.56,IN,IN,grocery,0
txn_00006544,2026-01-12 18:09:09+00:00,usr_003432,dev_003432_0,card_003432,722.42,AU,AU,fuel,0
txn_00006545,2026-01-12 18:11:58+00:00,usr_000052,dev_000052_0,card_000052,1358.51,US,US,retail,0
txn_00006546,2026-01-12 18:16:42+00:00,usr_002133,dev_002133_0,card_002133,560.28,IN,IN,travel,0
txn_00006547,2026-01-12 18:21:33+00:00,usr_000297,dev_000297_0,card_000297,3194.64,IN,CA,restaurant,0
txn_00006548,2026-01-12 18:22:03+00:00,usr_003629,dev_003629_0,card_003629,1097.62,CA,CA,restaurant,0
txn_00006549,2026-01-12 18:22:20+00:00,usr_001025,dev_001025_0,card_001025,715.17,DE,DE,grocery,0
txn_00006550,2026-01-12 18:24:42+00:00,usr_000885,dev_000885_0,card_000885,529.91,IN,IN,utilities,0
txn_00006551,2026-01-12 18:24:57+00:00,usr_000901,dev_000901_0,card_000901,2320.05,IN,IN,restaurant,0
txn_00006552,2026-01-12 18:26:15+00:00,usr_003117,dev_003117_0,card_003117,3370.53,DE,DE,fuel,0
txn_00006553,2026-01-12 18:27:30+00:00,usr_003109,dev_003109_0,card_003109,2344.22,GB,GB,grocery,0
txn_00006554,2026-01-12 18:28:11+00:00,usr_002627,dev_002627_0,card_002627,2612.04,GB,GB,travel,0
txn_00006555,2026-01-12 18:29:28+00:00,usr_002432,dev_002432_0,card_002432,1606.39,IN,IN,restaurant,0
txn_00006556,2026-01-12 18:33:38+00:00,usr_001533,dev_001533_0,card_001533,9444.35,IN,IN,electronics,0
txn_00006557,2026-01-12 18:36:07+00:00,usr_003476,newdev_0006557,card_003476,63045.38,IN,US,fuel,0
txn_00006558,2026-01-12 18:36:51+00:00,usr_000998,dev_000998_0,card_000998,1201.18,US,US,restaurant,0
txn_00006559,2026-01-12 18:40:05+00:00,usr_002837,dev_002837_0,card_002837,17562.75,IN,IN,retail,0
txn_00006560,2026-01-12 18:42:22+00:00,usr_001523,dev_001523_0,card_001523,1380.13,IN,IN,grocery,0
txn_00006561,2026-01-12 18:49:18+00:00,usr_003913,dev_003913_0,card_003913,1254.31,IN,IN,electronics,0
txn_00006562,2026-01-12 18:53:41+00:00,usr_003525,dev_003525_0,card_003525,899.5,DE,DE,digital_goods,0
txn_00006563,2026-01-12 18:56:14+00:00,usr_003288,dev_003288_0,card_003288,498.98,IN,IN,fuel,0
txn_00006564,2026-01-12 18:57:27+00:00,usr_003100,dev_003100_0,card_003100,1531.33,IN,IN,restaurant,0
txn_00006565,2026-01-12 19:00:16+00:00,usr_001570,dev_001570_0,card_001570,699.43,IN,IN,grocery,0
txn_00006566,2026-01-12 19:03:55+00:00,usr_002627,dev_002627_0,card_002627,802.9,GB,GB,fuel,0
txn_00006567,2026-01-12 19:24:00+00:00,usr_003600,dev_003600_0,card_003600,112.12,IN,IN,retail,0
txn_00006568,2026-01-12 19:25:51+00:00,usr_000657,dev_000657_0,card_000657,3132.3,GB,GB,retail,0
txn_00006569,2026-01-12 19:27:32+00:00,usr_000835,dev_000835_0,card_000835,274.6,IN,IN,travel,0
txn_00006570,2026-01-12 19:28:18+00:00,usr_000749,dev_000749_0,card_000749,820.1,AE,AE,grocery,0
txn_00006571,2026-01-12 19:35:09+00:00,usr_003301,dev_003301_0,card_003301,2403.99,IN,IN,grocery,0
txn_00006572,2026-01-12 19:37:48+00:00,usr_000331,dev_000331_0,card_000331,1202.63,IN,IN,fuel,0
txn_00006573,2026-01-12 19:41:19+00:00,usr_000998,dev_000998_0,card_000998,1793.72,US,US,retail,0
txn_00006574,2026-01-12 19:42:43+00:00,usr_003356,dev_003356_0,card_003356,954.41,GB,GB,retail,0
txn_00006575,2026-01-12 19:43:35+00:00,usr_001558,dev_001558_0,card_001558,1097.66,US,CA,grocery,0
txn_00006576,2026-01-12 19:48:42+00:00,usr_002173,dev_002173_0,card_002173,512.34,AE,AE,digital_goods,0
txn_00006593,2026-01-12 19:49:46+00:00,usr_001820,dev_002609_0,card_002609,4124.07,IN,IN,retail,0
txn_00006577,2026-01-12 19:50:30+00:00,usr_000998,dev_000998_0,card_000998,1289.51,US,AU,retail,0
txn_00006578,2026-01-12 19:53:51+00:00,usr_002133,dev_002133_0,card_002133,740.34,IN,IN,retail,0
txn_00006579,2026-01-12 19:53:57+00:00,usr_003353,dev_003353_0,card_003353,2260.26,DE,DE,fuel,0
txn_00006580,2026-01-12 19:54:09+00:00,usr_002065,dev_002065_0,card_002065,4756.45,IN,IN,electronics,0
txn_00006581,2026-01-12 19:55:18+00:00,usr_002327,dev_002327_0,card_002327,1934.49,IN,IN,restaurant,0
txn_00006582,2026-01-12 19:55:47+00:00,usr_002935,dev_002935_0,card_002935,3569.11,IN,IN,utilities,0
txn_00006583,2026-01-12 19:56:00+00:00,usr_000558,dev_000558_0,card_000558,4476.05,IN,IN,electronics,0
txn_00006584,2026-01-12 19:59:39+00:00,usr_001514,dev_001514_0,card_001514,851.46,US,DE,fuel,0
txn_00006585,2026-01-12 20:02:21+00:00,usr_001308,dev_001308_0,card_001308,1304.36,IN,IN,retail,0
txn_00006586,2026-01-12 20:02:26+00:00,usr_000114,dev_000114_0,card_000114,2774.96,IN,IN,grocery,0
txn_00006587,2026-01-12 20:03:31+00:00,usr_004034,dev_004034_0,card_004034,731.46,CA,CA,digital_goods,0
txn_00006588,2026-01-12 20:03:33+00:00,usr_003374,dev_003374_0,card_003374,873.0,AU,AU,digital_goods,0
txn_00006589,2026-01-12 20:04:31+00:00,usr_002223,dev_002223_0,card_002223,2731.23,IN,IN,travel,0
txn_00006590,2026-01-12 20:06:38+00:00,usr_003498,dev_003498_0,card_003498,582.14,US,US,grocery,0
txn_00006594,2026-01-12 20:07:17+00:00,usr_003902,dev_002609_0,card_002609,580.54,IN,IN,grocery,0
txn_00006591,2026-01-12 20:08:37+00:00,usr_000862,dev_000862_0,card_000862,2373.99,IN,IN,retail,0
txn_00006592,2026-01-12 20:14:32+00:00,usr_003847,dev_003847_0,card_003847,2867.62,US,DE,fuel,0
txn_00006595,2026-01-12 20:16:22+00:00,usr_003540,dev_002609_0,card_002609,2943.95,SG,SG,utilities,0
txn_00006596,2026-01-12 20:26:43+00:00,usr_002491,dev_002609_0,card_002609,1755.39,DE,AE,grocery,0
txn_00006597,2026-01-12 20:30:06+00:00,usr_002613,dev_002609_0,card_002609,311.6,IN,IN,electronics,0
txn_00006598,2026-01-12 20:31:50+00:00,usr_003651,dev_002609_0,card_002609,1087.07,US,US,utilities,0
txn_00006599,2026-01-12 20:33:24+00:00,usr_002609,dev_002609_0,card_002609,426.42,US,US,retail,0
txn_00006600,2026-01-12 20:33:32+00:00,usr_001764,dev_001764_0,card_001764,4918.34,IN,IN,retail,0
txn_00006601,2026-01-12 20:35:04+00:00,usr_001659,dev_001659_0,card_001659,430.63,IN,IN,restaurant,0
txn_00006602,2026-01-12 20:37:20+00:00,usr_003020,dev_003020_0,card_003020,2482.65,IN,IN,fuel,0
txn_00006603,2026-01-12 20:46:51+00:00,usr_000471,dev_000471_0,card_000471,1107.07,US,US,digital_goods,0
txn_00006604,2026-01-12 20:50:29+00:00,usr_001550,dev_001550_0,card_001550,177.25,IN,IN,fuel,0
txn_00006605,2026-01-12 20:56:35+00:00,usr_000278,dev_000278_0,card_000278,2099.41,IN,IN,grocery,0
txn_00006606,2026-01-12 20:59:06+00:00,usr_000381,dev_000381_0,card_000381,1420.31,SG,SG,grocery,0
txn_00006607,2026-01-12 21:02:24+00:00,usr_001270,dev_001270_0,card_001270,2501.78,SG,SG,fuel,0
txn_00006608,2026-01-12 21:04:31+00:00,usr_001455,dev_001455_0,card_001455,2439.22,CA,CA,fuel,0
txn_00006609,2026-01-12 21:07:41+00:00,usr_001697,dev_001697_0,card_001697,2184.07,GB,GB,grocery,0
txn_00006610,2026-01-12 21:08:32+00:00,usr_001893,dev_001893_0,card_001893,615.17,US,US,restaurant,0
txn_00006622,2026-01-12 21:08:52+00:00,usr_002491,dev_003422_0,card_003422,460.99,DE,DE,grocery,0
txn_00006611,2026-01-12 21:09:25+00:00,usr_002895,dev_002895_0,card_002895,554.87,IN,IN,digital_goods,0
txn_00006612,2026-01-12 21:12:10+00:00,usr_001881,dev_001881_0,card_001881,723.06,GB,GB,retail,0
txn_00006623,2026-01-12 21:15:19+00:00,usr_004162,dev_003422_0,card_003422,1257.71,AE,AE,grocery,0
txn_00006613,2026-01-12 21:16:19+00:00,usr_001927,dev_001927_0,card_001927,2092.47,IN,IN,grocery,0
txn_00006624,2026-01-12 21:16:19+00:00,usr_001342,dev_003422_0,card_003422,1332.33,CA,CA,retail,0
txn_00006625,2026-01-12 21:16:30+00:00,usr_002166,dev_003422_0,card_003422,4154.05,IN,IN,electronics,0
txn_00006614,2026-01-12 21:17:53+00:00,usr_002507,dev_002507_0,card_002507,286.08,US,US,restaurant,0
txn_00006615,2026-01-12 21:18:49+00:00,usr_002763,dev_002763_0,card_002763,2480.39,SG,SG,restaurant,0
txn_00006616,2026-01-12 21:20:08+00:00,usr_003208,dev_003208_0,card_003208,1826.92,IN,IN,grocery,0
txn_00006626,2026-01-12 21:20:25+00:00,usr_002492,dev_003422_0,card_003422,916.21,IN,IN,restaurant,0
txn_00006617,2026-01-12 21:20:29+00:00,usr_000213,dev_000213_0,card_000213,746.11,GB,GB,digital_goods,0
txn_00006618,2026-01-12 21:21:58+00:00,usr_002627,dev_002627_0,card_002627,803.21,GB,GB,fuel,0
txn_00006619,2026-01-12 21:25:31+00:00,usr_003343,dev_003343_0,card_003343,1812.42,US,US,restaurant,0
txn_00006620,2026-01-12 21:26:32+00:00,usr_003629,dev_003629_0,card_003629,1033.03,CA,CA,fuel,0
txn_00006621,2026-01-12 21:27:37+00:00,usr_000669,dev_000669_0,card_000669,2281.48,IN,IN,utilities,0
txn_00006627,2026-01-12 21:32:33+00:00,usr_001473,dev_003422_0,card_003422,1871.29,IN,IN,retail,0
txn_00006628,2026-01-12 21:34:01+00:00,usr_000874,dev_003422_0,card_003422,6215.17,IN,IN,grocery,0
txn_00006629,2026-01-12 21:42:13+00:00,usr_000302,dev_003422_0,card_003422,831.57,IN,IN,fuel,0
txn_00006630,2026-01-12 21:45:01+00:00,usr_002820,dev_003422_0,card_003422,5387.43,IN,IN,restaurant,0
txn_00006631,2026-01-12 21:53:24+00:00,usr_003422,dev_003422_0,card_003422,1069.64,US,CA,fuel,0
txn_00006632,2026-01-12 21:55:13+00:00,usr_002249,dev_002249_0,card_002249,815.36,IN,IN,fuel,0
txn_00006633,2026-01-12 21:55:42+00:00,usr_003460,dev_003460_0,card_003460,1506.02,IN,IN,fuel,0
txn_00006634,2026-01-12 21:58:09+00:00,usr_000999,dev_000999_0,card_000999,1583.25,AE,DE,fuel,0
txn_00006635,2026-01-12 21:58:20+00:00,usr_003816,dev_003816_0,card_003816,13341.06,IN,IN,grocery,0
txn_00006636,2026-01-12 22:05:37+00:00,usr_003353,dev_003353_0,card_003353,1201.55,DE,US,restaurant,0
txn_00006637,2026-01-12 22:07:28+00:00,usr_001624,dev_001624_0,card_001624,1439.15,US,US,electronics,0
txn_00006638,2026-01-12 22:12:22+00:00,usr_002371,dev_002371_0,card_002371,2734.34,IN,IN,travel,0
txn_00006639,2026-01-12 22:15:50+00:00,usr_003211,dev_003211_0,card_003211,569.09,IN,IN,utilities,0
txn_00006640,2026-01-12 22:16:39+00:00,usr_000784,dev_000784_0,card_000784,1067.3,IN,IN,digital_goods,0
txn_00006641,2026-01-12 22:29:51+00:00,usr_003967,dev_003967_0,card_003967,1390.4,SG,SG,restaurant,0
txn_00006642,2026-01-12 22:29:58+00:00,usr_002216,dev_002216_0,card_002216,601.99,US,US,restaurant,0
txn_00006643,2026-01-12 22:30:42+00:00,usr_003853,dev_003853_0,card_003853,517.28,US,US,fuel,0
txn_00006644,2026-01-12 22:31:16+00:00,usr_000525,dev_000525_0,card_000525,870.89,US,US,restaurant,0
txn_00006645,2026-01-12 22:33:21+00:00,usr_000601,dev_000601_0,card_000601,1461.97,IN,IN,travel,0
txn_00006646,2026-01-12 22:38:47+00:00,usr_003543,dev_003543_0,card_003543,3383.42,CA,CA,grocery,0
txn_00006647,2026-01-12 22:41:20+00:00,usr_002811,dev_002811_0,card_002811,821.05,DE,DE,fuel,0
txn_00006648,2026-01-12 22:46:05+00:00,usr_001186,dev_001186_0,card_001186,388.92,IN,IN,travel,0
txn_00006649,2026-01-12 22:46:50+00:00,usr_003797,dev_003797_0,card_003797,3690.78,IN,IN,restaurant,0
txn_00006650,2026-01-12 22:47:31+00:00,usr_000919,dev_000919_0,card_000919,409.22,IN,IN,utilities,0
txn_00006651,2026-01-12 22:49:08+00:00,usr_002491,dev_002491_0,card_002491,676.85,DE,DE,grocery,0
txn_00006652,2026-01-12 22:53:42+00:00,usr_003483,dev_003483_0,card_003483,3194.83,IN,IN,fuel,0
txn_00006653,2026-01-12 23:02:21+00:00,usr_003780,dev_003780_0,card_003780,1838.33,CA,CA,electronics,0
txn_00006654,2026-01-12 23:04:56+00:00,usr_003242,dev_003242_0,card_003242,671.88,IN,IN,grocery,0
txn_00006655,2026-01-12 23:06:32+00:00,usr_000125,dev_000125_0,card_000125,692.07,US,US,retail,0
txn_00006656,2026-01-12 23:10:30+00:00,usr_000719,dev_000719_0,card_000719,666.13,SG,SG,grocery,0
txn_00006657,2026-01-12 23:10:35+00:00,usr_001210,dev_001210_0,card_001210,2332.16,CA,CA,travel,0
txn_00006658,2026-01-12 23:10:41+00:00,usr_002440,dev_002440_0,card_002440,1999.27,IN,IN,retail,0
txn_00006659,2026-01-12 23:12:56+00:00,usr_001186,dev_001186_0,card_001186,1290.68,IN,GB,grocery,0
txn_00006660,2026-01-12 23:15:24+00:00,usr_001292,dev_001292_0,card_001292,828.08,IN,IN,grocery,0
txn_00006661,2026-01-12 23:16:58+00:00,usr_003816,dev_003816_0,card_003816,3476.79,IN,IN,retail,0
txn_00006662,2026-01-12 23:21:58+00:00,usr_002680,dev_002680_0,card_002680,238.28,IN,IN,travel,0
txn_00006663,2026-01-12 23:23:34+00:00,usr_002631,dev_002631_0,card_002631,2375.25,AE,AE,grocery,0
txn_00006664,2026-01-12 23:24:43+00:00,usr_001155,dev_001155_0,card_001155,7818.44,IN,IN,electronics,0
txn_00006665,2026-01-12 23:27:15+00:00,usr_002520,dev_002520_0,card_002520,1121.4,IN,IN,digital_goods,0
txn_00006666,2026-01-12 23:29:31+00:00,usr_002627,dev_002627_0,card_002627,1568.94,GB,GB,travel,0
txn_00006667,2026-01-12 23:31:09+00:00,usr_000724,dev_000724_0,card_000724,2146.86,IN,AE,restaurant,0
txn_00006668,2026-01-12 23:33:36+00:00,usr_003501,dev_003501_0,card_003501,2855.5,US,US,restaurant,0
txn_00006669,2026-01-12 23:40:43+00:00,usr_000812,dev_000812_0,card_000812,2822.4,US,US,travel,0
txn_00006670,2026-01-12 23:45:10+00:00,usr_004103,dev_004103_0,card_004103,2212.8,SG,GB,digital_goods,0
txn_00006671,2026-01-12 23:48:26+00:00,usr_003601,dev_003601_0,card_003601,1262.31,IN,IN,grocery,0
txn_00006672,2026-01-12 23:48:48+00:00,usr_000266,dev_000266_0,card_000266,2383.85,AU,AU,grocery,0
txn_00006673,2026-01-12 23:49:23+00:00,usr_000930,dev_000930_0,card_000930,6428.77,IN,IN,grocery,0
txn_00006674,2026-01-12 23:49:43+00:00,usr_002028,dev_002028_0,card_002028,23737.68,AE,AU,restaurant,1
txn_00006675,2026-01-12 23:49:55+00:00,usr_002141,dev_002141_0,card_002141,643.78,CA,CA,retail,0
txn_00006676,2026-01-12 23:51:50+00:00,usr_001446,dev_001446_0,card_001446,7990.57,US,US,fuel,0
txn_00006677,2026-01-12 23:53:09+00:00,usr_002564,dev_002564_0,card_002564,2625.9,US,US,restaurant,0
txn_00006678,2026-01-12 23:54:24+00:00,usr_001745,dev_001745_0,card_001745,1190.11,IN,IN,fuel,0
txn_00006679,2026-01-12 23:56:22+00:00,usr_003091,dev_003091_0,card_003091,1815.32,AU,AU,travel,0
txn_00006680,2026-01-12 23:57:59+00:00,usr_002631,dev_002631_0,card_002631,3689.86,AE,DE,travel,1
txn_00006681,2026-01-12 23:58:04+00:00,usr_002391,dev_002391_0,card_002391,2108.34,AU,AU,fuel,0
txn_00006682,2026-01-13 00:02:45+00:00,usr_000277,dev_000277_0,card_000277,2880.18,US,US,grocery,0
txn_00006683,2026-01-13 00:05:28+00:00,usr_001840,dev_001840_0,card_001840,532.87,SG,SG,grocery,0
txn_00006684,2026-01-13 00:14:05+00:00,usr_003354,dev_003354_0,card_003354,1187.82,IN,IN,restaurant,0
txn_00006685,2026-01-13 00:14:30+00:00,usr_001834,dev_001834_0,card_001834,2662.79,IN,IN,restaurant,0
txn_00006686,2026-01-13 00:14:35+00:00,usr_002436,dev_002436_0,card_002436,3137.29,DE,DE,digital_goods,0
txn_00006687,2026-01-13 00:17:29+00:00,usr_004050,dev_004050_0,card_004050,862.3,IN,IN,grocery,0
txn_00006688,2026-01-13 00:18:05+00:00,usr_003634,dev_003634_0,card_003634,540.64,US,US,utilities,0
txn_00006689,2026-01-13 00:21:08+00:00,usr_003561,dev_003561_0,card_003561,2298.19,US,US,fuel,0
txn_00006690,2026-01-13 00:22:07+00:00,usr_000209,dev_000209_0,card_000209,6693.33,IN,IN,grocery,0
txn_00006691,2026-01-13 00:25:00+00:00,usr_003550,dev_003550_0,card_003550,1720.79,IN,IN,retail,0
txn_00006692,2026-01-13 00:25:39+00:00,usr_000824,dev_000824_0,card_000824,3250.66,IN,IN,grocery,0
txn_00006693,2026-01-13 00:30:10+00:00,usr_001178,dev_001178_0,card_001178,5357.74,IN,IN,grocery,0
txn_00006694,2026-01-13 00:37:14+00:00,usr_003372,dev_003372_0,card_003372,630.12,US,US,grocery,0
txn_00006695,2026-01-13 00:37:43+00:00,usr_003895,dev_003895_0,card_003895,6240.38,AE,AE,restaurant,0
txn_00006696,2026-01-13 00:37:51+00:00,usr_001658,dev_001658_0,card_001658,7353.31,US,US,restaurant,0
txn_00006697,2026-01-13 00:42:02+00:00,usr_002894,dev_002894_0,card_002894,799.23,IN,IN,grocery,0
txn_00006698,2026-01-13 00:44:52+00:00,usr_000272,dev_000272_0,card_000272,2380.31,IN,IN,grocery,0
txn_00006699,2026-01-13 00:52:16+00:00,usr_002054,dev_002054_0,card_002054,930.29,IN,IN,retail,0
txn_00006700,2026-01-13 00:55:18+00:00,usr_002775,dev_002775_0,card_002775,1169.64,DE,DE,retail,0
txn_00006701,2026-01-13 00:57:13+00:00,usr_000679,dev_000679_0,card_000679,421.92,IN,IN,grocery,0
txn_00006702,2026-01-13 00:58:35+00:00,usr_002268,dev_002268_0,card_002268,2277.13,IN,IN,digital_goods,0
txn_00006703,2026-01-13 01:05:42+00:00,usr_003353,dev_003353_0,card_003353,2028.5,DE,DE,retail,0
txn_00006704,2026-01-13 01:09:13+00:00,usr_000629,dev_000629_0,card_000629,2196.05,SG,SG,grocery,0
txn_00006705,2026-01-13 01:10:23+00:00,usr_000419,dev_000419_0,card_000419,987.9,IN,IN,utilities,0
txn_00006706,2026-01-13 01:12:26+00:00,usr_001697,dev_001697_0,card_001697,722.8,GB,GB,fuel,0
txn_00006707,2026-01-13 01:12:39+00:00,usr_004027,dev_004027_0,card_004027,2169.3,US,US,restaurant,0
txn_00006708,2026-01-13 01:15:17+00:00,usr_002719,dev_002719_0,card_002719,2703.27,IN,IN,electronics,0
txn_00006709,2026-01-13 01:17:14+00:00,usr_000246,dev_000246_0,card_000246,264.45,IN,IN,electronics,0
txn_00006710,2026-01-13 01:19:27+00:00,usr_002769,dev_002769_0,card_002769,4219.97,AE,AE,restaurant,0
txn_00006711,2026-01-13 01:19:35+00:00,usr_003102,dev_003102_0,card_003102,3300.22,IN,IN,grocery,0
txn_00006712,2026-01-13 01:19:50+00:00,usr_000223,dev_000223_0,card_000223,2357.33,IN,IN,restaurant,0
txn_00006713,2026-01-13 01:20:34+00:00,usr_000631,dev_000631_0,card_000631,550.4,IN,IN,retail,0
txn_00006714,2026-01-13 01:21:51+00:00,usr_001227,dev_001227_0,card_001227,927.98,IN,IN,digital_goods,0
txn_00006715,2026-01-13 01:23:47+00:00,usr_001616,dev_001616_0,card_001616,1781.09,IN,IN,utilities,0
txn_00006716,2026-01-13 01:33:06+00:00,usr_002929,dev_002929_0,card_002929,1023.65,US,US,grocery,0
txn_00006717,2026-01-13 01:40:24+00:00,usr_000481,dev_000481_0,card_000481,594.35,IN,IN,fuel,0
txn_00006718,2026-01-13 01:41:26+00:00,usr_003291,dev_003291_0,card_003291,803.95,IN,IN,fuel,0
txn_00006719,2026-01-13 01:41:55+00:00,usr_000811,dev_000811_0,card_000811,4366.51,US,US,restaurant,0
txn_00006720,2026-01-13 01:42:12+00:00,usr_000394,dev_000394_0,card_000394,548.93,SG,SG,fuel,0
txn_00006721,2026-01-13 01:45:41+00:00,usr_003780,dev_003780_0,card_003780,3054.36,CA,CA,fuel,0
txn_00006722,2026-01-13 01:52:29+00:00,usr_000543,dev_000543_0,card_000543,1041.19,IN,IN,grocery,0
txn_00006723,2026-01-13 01:55:24+00:00,usr_002593,dev_002593_0,card_002593,481.06,IN,IN,electronics,0
txn_00006724,2026-01-13 01:55:58+00:00,usr_002621,dev_002621_0,card_002621,528.5,IN,IN,utilities,0
txn_00006725,2026-01-13 02:02:16+00:00,usr_002061,dev_002061_0,card_002061,1619.86,SG,SG,restaurant,0
txn_00006726,2026-01-13 02:11:14+00:00,usr_002627,dev_002627_0,card_002627,728.7,GB,GB,digital_goods,0
txn_00006727,2026-01-13 02:16:29+00:00,usr_001383,dev_001383_0,card_001383,2737.42,IN,IN,electronics,0
txn_00006728,2026-01-13 02:17:00+00:00,usr_000443,dev_000443_0,card_000443,454.37,IN,IN,travel,0
txn_00006729,2026-01-13 02:17:21+00:00,usr_003912,dev_003912_0,card_003912,338.92,GB,GB,retail,0
txn_00006730,2026-01-13 02:18:02+00:00,usr_002997,dev_002997_0,card_002997,358.16,IN,IN,fuel,0
txn_00006731,2026-01-13 02:18:23+00:00,usr_002720,dev_002720_0,card_002720,1311.78,AU,AU,electronics,0
txn_00006732,2026-01-13 02:18:40+00:00,usr_003814,dev_003814_0,card_003814,3870.54,US,US,retail,0
txn_00006733,2026-01-13 02:21:06+00:00,usr_001082,dev_001082_0,card_001082,683.29,IN,IN,restaurant,0
txn_00006734,2026-01-13 02:26:18+00:00,usr_001314,dev_001314_0,card_001314,340.85,AU,AU,utilities,0
txn_00006735,2026-01-13 02:26:31+00:00,usr_003384,dev_003384_0,card_003384,4742.67,IN,IN,restaurant,0
txn_00006736,2026-01-13 02:29:07+00:00,usr_002744,dev_002744_0,card_002744,1634.62,IN,IN,restaurant,0
txn_00006737,2026-01-13 02:32:57+00:00,usr_000933,dev_000933_0,card_000933,1088.01,IN,IN,grocery,0
txn_00006738,2026-01-13 02:35:06+00:00,usr_001323,dev_001323_0,card_001323,1465.94,AU,AU,restaurant,0
txn_00006739,2026-01-13 02:35:08+00:00,usr_003236,dev_003236_0,card_003236,1367.6,AE,AE,grocery,0
txn_00006740,2026-01-13 02:43:16+00:00,usr_002060,dev_002060_0,card_002060,7057.73,AE,AE,grocery,0
txn_00006741,2026-01-13 02:45:11+00:00,usr_003718,dev_003718_0,card_003718,4632.43,IN,IN,retail,0
txn_00006742,2026-01-13 02:47:17+00:00,usr_000892,dev_000892_0,card_000892,694.47,IN,IN,digital_goods,0
